orig,pert
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera","( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMSnap : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera"
The new SEPA cads will replace Finnish bank cards .,The new SEPA card will replace the Finnish bank card.
The new SEPA cads will replace Finnish bank cards .,The new SEPA cads will replace Finnish bank cards .
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .","As production of other products will keep normally , temporary worker lay-offs concern simultaneously at most eighty employee ."
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .","As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees ."
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .","Finnish pulp and paper machinery manufacturer Vaahto Group Oyj reported net profits of €1.1 million and US$1.4 million in the 2005-06 fiscal year ended August 31, 2006, compared with a net loss of €249,000 and US$319,000 in the 2004-05 financial year."
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .","Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 ."
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .","The Finland-based company said it will move into its existing 260,000-square-foot facility in September."
"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .","The Finland-based company says it will move into an existing 260,000-square-foot facility in September ."
"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .","Finnish industrial investor Panostaja Oyj OMX Helsinki: PNAAS OMX Helsinki: PNABS said on Friday, July 11, that it has signed an agreement to acquire the entire share capital of waste treatment equipment manufacturer Kospa Oy."
"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .","Finnish industrial investor Panostaja Oyj OMSnap Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment ."
"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .","The engine has an electrical output of 18,321 kW , devising it the large gas power bring forth set in the macrocosm ."
"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .","The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world ."
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .","HELSINKI ( AFSnap ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales ."
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,"30% of the total order book was booked in the fourth quarter of 2009, with the remaining orders to be booked in the second quarter of 2010."
A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .,A total 29.8% of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010 .
Coffee will be served starting at 14:30 EET as well as after the event .,Coffee will be served starting at 14:30 EST and after the event.
Coffee will be served starting at 14:30 EET as well as after the event .,Coffee will be served starting at 14:30 EET as well as after the event .
Return on investment was 16.6 % compared to 15.8 % in 2004 .,income tax return on investing was 16.6 % compare to 15.8 % in 2004 .
Return on investment was 16.6 % compared to 15.8 % in 2004 .,Return on investment was 16.7% compared to 16.0% in 2004 .
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,"Production capacity will increase from 36,000 tons to 85,000 tons per year, and the raw materials will continue to use recycled paper and cardboard."
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,Lemcon sign an investment cooperation agreement with the Kaluga regional disposal conclusion November .
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,"In November last year, Lemcon signed an investment cooperation agreement with the Kaluga regional government."
Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .,Lemcon signed an investment cooperation agreement with the Kaluga regional administration last November .
The company expects net sales to significantly increase from 2009 .,The company expect net sales to significantly addition from 2009 .
The company expects net sales to significantly increase from 2009 .,The company expects net sales to increase significantly compared with 2009.
